"Notes"	"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
"Total"	"Aug., 2015"	"2015/08"	"90-94 years"	"90-94"			4	Not Applicable	Not Applicable
	"Aug., 2015"	"2015/08"	"95-99 years"	"95-99"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Aug., 2015"	"2015/08"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Aug., 2015"	"2015/08"	"95-99 years"	"95-99"			0	Not Applicable	Not Applicable
	"Aug., 2015"	"2015/08"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Aug., 2015"	"2015/08"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Aug., 2015"	"2015/08"	"100+ years"	"100+"			0	Not Applicable	Not Applicable
	"Aug., 2015"	"2015/08"	"Not Stated"	"NS"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Aug., 2015"	"2015/08"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Aug., 2015"	"2015/08"	"Not Stated"	"NS"			1	Not Applicable	Not Applicable
"Total"	"Aug., 2015"	"2015/08"					4451	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"< 1 year"	"1"			1	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"1-4 years"	"1-4"	"Female"	"F"	2	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"1-4 years"	"1-4"			3	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"5-9 years"	"5-9"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"5-9 years"	"5-9"			1	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"10-14 years"	"10-14"	"Female"	"F"	2	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"10-14 years"	"10-14"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"10-14 years"	"10-14"			4	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"15-19 years"	"15-19"	"Female"	"F"	22	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"15-19 years"	"15-19"	"Male"	"M"	38	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"15-19 years"	"15-19"			60	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"20-24 years"	"20-24"	"Female"	"F"	75	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"20-24 years"	"20-24"	"Male"	"M"	202	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"20-24 years"	"20-24"			277	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"25-29 years"	"25-29"	"Female"	"F"	152	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"25-29 years"	"25-29"	"Male"	"M"	362	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"25-29 years"	"25-29"			514	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"30-34 years"	"30-34"	"Female"	"F"	171	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"30-34 years"	"30-34"	"Male"	"M"	389	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"30-34 years"	"30-34"			560	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"35-39 years"	"35-39"	"Female"	"F"	170	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"35-39 years"	"35-39"	"Male"	"M"	330	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"35-39 years"	"35-39"			500	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"40-44 years"	"40-44"	"Female"	"F"	184	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"40-44 years"	"40-44"	"Male"	"M"	275	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"40-44 years"	"40-44"			459	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"45-49 years"	"45-49"	"Female"	"F"	198	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"45-49 years"	"45-49"	"Male"	"M"	309	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"45-49 years"	"45-49"			507	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"50-54 years"	"50-54"	"Female"	"F"	229	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"50-54 years"	"50-54"	"Male"	"M"	351	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"50-54 years"	"50-54"			580	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"55-59 years"	"55-59"	"Female"	"F"	197	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"55-59 years"	"55-59"	"Male"	"M"	293	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"55-59 years"	"55-59"			490	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"60-64 years "	"60-64"	"Female"	"F"	101	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"60-64 years "	"60-64"	"Male"	"M"	157	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"60-64 years "	"60-64"			258	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"65-69 years"	"65-69"	"Female"	"F"	43	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"65-69 years"	"65-69"	"Male"	"M"	80	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"65-69 years"	"65-69"			123	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"70-74 years"	"70-74"	"Female"	"F"	12	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"70-74 years"	"70-74"	"Male"	"M"	24	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"70-74 years"	"70-74"			36	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"75-79 years"	"75-79"	"Female"	"F"	13	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"75-79 years"	"75-79"	"Male"	"M"	19	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"75-79 years"	"75-79"			32	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"80-84 years"	"80-84"	"Female"	"F"	10	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"80-84 years"	"80-84"	"Male"	"M"	8	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"80-84 years"	"80-84"			18	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"85-89 years"	"85-89"	"Female"	"F"	9	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"85-89 years"	"85-89"	"Male"	"M"	5	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"85-89 years"	"85-89"			14	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"90-94 years"	"90-94"	"Female"	"F"	3	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"90-94 years"	"90-94"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"90-94 years"	"90-94"			5	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"95-99 years"	"95-99"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"95-99 years"	"95-99"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"95-99 years"	"95-99"			1	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"100+ years"	"100+"			0	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Sep., 2015"	"2015/09"	"Not Stated"	"NS"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"	"Not Stated"	"NS"			1	Not Applicable	Not Applicable
"Total"	"Sep., 2015"	"2015/09"					4444	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"< 1 year"	"1"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"< 1 year"	"1"			2	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"1-4 years"	"1-4"	"Female"	"F"	3	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"1-4 years"	"1-4"			4	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"5-9 years"	"5-9"			0	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"10-14 years"	"10-14"	"Female"	"F"	3	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"10-14 years"	"10-14"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"10-14 years"	"10-14"			4	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"15-19 years"	"15-19"	"Female"	"F"	20	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"15-19 years"	"15-19"	"Male"	"M"	44	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"15-19 years"	"15-19"			64	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"20-24 years"	"20-24"	"Female"	"F"	78	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"20-24 years"	"20-24"	"Male"	"M"	206	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"20-24 years"	"20-24"			284	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"25-29 years"	"25-29"	"Female"	"F"	141	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"25-29 years"	"25-29"	"Male"	"M"	370	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"25-29 years"	"25-29"			511	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"30-34 years"	"30-34"	"Female"	"F"	152	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"30-34 years"	"30-34"	"Male"	"M"	375	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"30-34 years"	"30-34"			527	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"35-39 years"	"35-39"	"Female"	"F"	179	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"35-39 years"	"35-39"	"Male"	"M"	370	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"35-39 years"	"35-39"			549	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"40-44 years"	"40-44"	"Female"	"F"	175	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"40-44 years"	"40-44"	"Male"	"M"	297	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"40-44 years"	"40-44"			472	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"45-49 years"	"45-49"	"Female"	"F"	201	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"45-49 years"	"45-49"	"Male"	"M"	311	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"45-49 years"	"45-49"			512	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"50-54 years"	"50-54"	"Female"	"F"	265	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"50-54 years"	"50-54"	"Male"	"M"	326	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"50-54 years"	"50-54"			591	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"55-59 years"	"55-59"	"Female"	"F"	205	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"55-59 years"	"55-59"	"Male"	"M"	290	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"55-59 years"	"55-59"			495	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"60-64 years "	"60-64"	"Female"	"F"	106	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"60-64 years "	"60-64"	"Male"	"M"	147	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"60-64 years "	"60-64"			253	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"65-69 years"	"65-69"	"Female"	"F"	60	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"65-69 years"	"65-69"	"Male"	"M"	64	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"65-69 years"	"65-69"			124	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"70-74 years"	"70-74"	"Female"	"F"	18	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"70-74 years"	"70-74"	"Male"	"M"	32	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"70-74 years"	"70-74"			50	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"75-79 years"	"75-79"	"Female"	"F"	15	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"75-79 years"	"75-79"	"Male"	"M"	16	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"75-79 years"	"75-79"			31	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"80-84 years"	"80-84"	"Female"	"F"	11	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"80-84 years"	"80-84"	"Male"	"M"	10	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"80-84 years"	"80-84"			21	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"85-89 years"	"85-89"	"Female"	"F"	11	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"85-89 years"	"85-89"	"Male"	"M"	6	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"85-89 years"	"85-89"			17	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"90-94 years"	"90-94"	"Female"	"F"	5	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"90-94 years"	"90-94"	"Male"	"M"	3	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"90-94 years"	"90-94"			8	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"95-99 years"	"95-99"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"95-99 years"	"95-99"			3	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"100+ years"	"100+"			0	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Oct., 2015"	"2015/10"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"	"Not Stated"	"NS"			0	Not Applicable	Not Applicable
"Total"	"Oct., 2015"	"2015/10"					4522	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"< 1 year"	"1"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"< 1 year"	"1"			0	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"1-4 years"	"1-4"	"Female"	"F"	2	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"1-4 years"	"1-4"			4	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"5-9 years"	"5-9"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"5-9 years"	"5-9"			1	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"10-14 years"	"10-14"	"Female"	"F"	2	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"10-14 years"	"10-14"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"10-14 years"	"10-14"			3	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"15-19 years"	"15-19"	"Female"	"F"	25	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"15-19 years"	"15-19"	"Male"	"M"	39	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"15-19 years"	"15-19"			64	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"20-24 years"	"20-24"	"Female"	"F"	70	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"20-24 years"	"20-24"	"Male"	"M"	180	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"20-24 years"	"20-24"			250	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"25-29 years"	"25-29"	"Female"	"F"	118	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"25-29 years"	"25-29"	"Male"	"M"	367	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"25-29 years"	"25-29"			485	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"30-34 years"	"30-34"	"Female"	"F"	163	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"30-34 years"	"30-34"	"Male"	"M"	356	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"30-34 years"	"30-34"			519	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"35-39 years"	"35-39"	"Female"	"F"	160	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"35-39 years"	"35-39"	"Male"	"M"	341	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"35-39 years"	"35-39"			501	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"40-44 years"	"40-44"	"Female"	"F"	195	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"40-44 years"	"40-44"	"Male"	"M"	257	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"40-44 years"	"40-44"			452	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"45-49 years"	"45-49"	"Female"	"F"	203	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"45-49 years"	"45-49"	"Male"	"M"	298	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"45-49 years"	"45-49"			501	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"50-54 years"	"50-54"	"Female"	"F"	230	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"50-54 years"	"50-54"	"Male"	"M"	285	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"50-54 years"	"50-54"			515	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"55-59 years"	"55-59"	"Female"	"F"	176	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"55-59 years"	"55-59"	"Male"	"M"	247	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"55-59 years"	"55-59"			423	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"60-64 years "	"60-64"	"Female"	"F"	85	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"60-64 years "	"60-64"	"Male"	"M"	158	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"60-64 years "	"60-64"			243	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"65-69 years"	"65-69"	"Female"	"F"	44	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"65-69 years"	"65-69"	"Male"	"M"	65	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"65-69 years"	"65-69"			109	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"70-74 years"	"70-74"	"Female"	"F"	15	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"70-74 years"	"70-74"	"Male"	"M"	18	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"70-74 years"	"70-74"			33	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"75-79 years"	"75-79"	"Female"	"F"	13	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"75-79 years"	"75-79"	"Male"	"M"	12	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"75-79 years"	"75-79"			25	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"80-84 years"	"80-84"	"Female"	"F"	6	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"80-84 years"	"80-84"	"Male"	"M"	8	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"80-84 years"	"80-84"			14	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"85-89 years"	"85-89"	"Female"	"F"	10	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"85-89 years"	"85-89"	"Male"	"M"	6	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"85-89 years"	"85-89"			16	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"90-94 years"	"90-94"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"90-94 years"	"90-94"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"90-94 years"	"90-94"			2	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"95-99 years"	"95-99"			1	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"100+ years"	"100+"			0	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Nov., 2015"	"2015/11"	"Not Stated"	"NS"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"	"Not Stated"	"NS"			1	Not Applicable	Not Applicable
"Total"	"Nov., 2015"	"2015/11"					4162	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"< 1 year"	"1"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Dec., 2015"	"2015/12"	"< 1 year"	"1"			2	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"1-4 years"	"1-4"	"Female"	"F"	3	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Total"	"Dec., 2015"	"2015/12"	"1-4 years"	"1-4"			4	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Total"	"Dec., 2015"	"2015/12"	"5-9 years"	"5-9"			0	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"10-14 years"	"10-14"	"Female"	"F"	1	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"10-14 years"	"10-14"	"Male"	"M"	2	Not Applicable	Not Applicable
"Total"	"Dec., 2015"	"2015/12"	"10-14 years"	"10-14"			3	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"15-19 years"	"15-19"	"Female"	"F"	25	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"15-19 years"	"15-19"	"Male"	"M"	29	Not Applicable	Not Applicable
"Total"	"Dec., 2015"	"2015/12"	"15-19 years"	"15-19"			54	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"20-24 years"	"20-24"	"Female"	"F"	80	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"20-24 years"	"20-24"	"Male"	"M"	208	Not Applicable	Not Applicable
"Total"	"Dec., 2015"	"2015/12"	"20-24 years"	"20-24"			288	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"25-29 years"	"25-29"	"Female"	"F"	128	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"25-29 years"	"25-29"	"Male"	"M"	334	Not Applicable	Not Applicable
"Total"	"Dec., 2015"	"2015/12"	"25-29 years"	"25-29"			462	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"30-34 years"	"30-34"	"Female"	"F"	152	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"30-34 years"	"30-34"	"Male"	"M"	352	Not Applicable	Not Applicable
"Total"	"Dec., 2015"	"2015/12"	"30-34 years"	"30-34"			504	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"35-39 years"	"35-39"	"Female"	"F"	150	Not Applicable	Not Applicable
	"Dec., 2015"	"2015/12"	"35-39 years"	"35-39"	"Male"	"M"	314	Not Applicable	Not Applicable
